Start time,End time,Calories (kcal),Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Move Minutes count,Heart Points,Heart Minutes,Walking duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,1.9352051835853132,,,,3,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,2.0734341252699786,,,,3,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,2.0734341252699786,,,,3,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,2.0734341252699786,,,,3,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,2.0734341252699786,0.0023038156796246767,0.0023038156796246767,0.0023038156796246767,3,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,2.0734341252699786,,,,3,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,2.0734341252699786,,,,3,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,2.0734341252699786,,,,3,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,2.0734341252699786,,,,3,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,2.0734341252699786,,,,3,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,2.0734341252699786,,,,3,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,1.9352051835853132,,,,3,,,,
07:45:00.000+05:30,08:00:00.000+05:30,32.36333084106445,152.0,0.1875,0.28333333134651184,0.09166666865348816,257,,,,420000
08:00:00.000+05:30,08:15:00.000+05:30,69.34999677870009,578.3333333333334,,,,904,15,,,900000
08:15:00.000+05:30,08:30:00.000+05:30,69.34999677870009,578.3333333333334,0.6425926089286804,0.6425926089286804,0.6425926089286804,904,15,,,900000
08:30:00.000+05:30,08:45:00.000+05:30,69.34999677870009,578.3333333333334,,,,904,15,,,900000
08:45:00.000+05:30,09:00:00.000+05:30,41.60999806722005,347.33898305084745,,,,544,9,,,540000
09:00:00.000+05:30,09:15:00.000+05:30,,1.0169491525423728,,,,2,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,1.0169491525423728,0.001129943528212607,0.001129943528212607,0.001129943528212607,2,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,1.0169491525423728,,,,2,,,,
09:45:00.000+05:30,10:00:00.000+05:30,23.1166672706604,60.610169491525426,,,,101,,,,300000
10:00:00.000+05:30,10:15:00.000+05:30,64.72666692733765,292.2,0.19999998807907104,0.19999998807907104,0.19999998807907104,459,3,,,840000
